Name,Symbol,Price (USD),Volume (USD),Market capacity (USD),Change (1h),Change (24h),Change (7d)
FortKnoxster,FKX,0.00146008720135,46342.838063,217665.920205,-0.57,-5.88,32.95
Magi,XMG,0.0232337978875,10.0233731713,215655.177552,-0.03,5.17,4.07
Equal,EQL,0.000653558586131,5870.72736883,214205.45855,-0.35,0.39,31.65
Storiqa,STQ,1.93075603076e-05,12649.8488498,210855.502968,1.15,1.53,11.61
imbrex,REX,0.0243403177889,106.204182192,210805.553332,0.00,-14.83,152.42
smARTOFGIVING,AOG,0.00282735078679,1453.50189321,210464.53892,-0.14,1.01,-7.36
Connect Coin,XCON,0.00539332163329,1342.80753786,210322.260941,-0.16,4.76,-2.92
PopularCoin,POP,5.20913705767e-05,4.20829864159,207325.787961,1.96,146.09,-8.77
Darcrus,DAR,0.0151947254467,0.0,206654.162692,0.00,0.00,0.00
Freicoin,FRC,0.00372336504607,23.839961717,206827.429992,-0.11,1.12,-0.95
Soverain,SOVE,0.244766303685,178704.211826,203871.635557,0.69,-5.25,-51.05
CYBR Token,CYBR,0.00543621795217,315.297798025,203371.43056,0.21,10.24,8.82
Ether-1,ETHO,0.00515368097988,25618.889362,203253.833851,-0.78,-2.15,2.06
Utrum,OOT,0.00311841027818,128.386714545,202073.420031,-0.02,-0.85,-0.03
Sp8de,SPX,2.58003132241e-05,115.141225051,200823.36624,-0.07,15.66,164.59
Birdchain,BIRD,0.00128714693039,6987.69840869,200789.460278,0.07,-22.39,-50.03
DopeCoin,DOPE,0.00171274792119,2939.22436737,200126.421358,6.07,10.71,11.65
CREDIT,CREDIT,9.38488000442e-06,21452.9434263,199873.293222,0.42,3.20,-10.02
Privatix,PRIX,0.181917701939,1670.36908325,199545.583429,-0.14,-3.05,-11.63
VULCANO,VULC,0.000818443648808,140.864160067,197613.817539,9.85,9.92,20.11
Moneynet,MNC,5.08821696157e-05,0.0,196718.581488,-0.06,0.21,-0.15
CoinMetro Token,XCM,0.0228647646581,14187.8079688,194350.499594,0.23,-7.47,-12.73
Master Contra...,MCT,0.000340225334643,33753.4829358,193077.874008,-0.33,1.07,4.39
Neutron,NTRN,0.004929735321,124.21114676,192859.597661,-0.03,31.01,35.85
BioCoin,BIO,0.000227039055129,375.402360447,192026.409569,-0.11,2.78,49.07
Zen Protocol,ZP,0.00847009106492,0.110111183844,191732.792887,-0.07,-79.03,-7.77
OptiToken,OPTI,0.00679953831692,1077.79684877,190978.938687,-0.09,46.52,112.31
View,VIEW,0.00543148966936,163.924530834,190581.728098,0.09,5.75,5.22
Bela,BELA,0.00439357075437,2438.05943217,190393.845131,-0.07,12.59,81.82
WIZBL,WBL,0.00126486745725,3286.06007055,189730.118588,-0.15,1.83,-6.69
Wibson,WIB,7.12822445179e-05,0.0,189651.330839,0.00,1.99,-51.02
uPlexa,UPX,9.65560629217e-05,735.251787866,189026.060815,-0.15,-3.11,2.50
Blockparty (B...,BOXX,0.00578051429454,0.0,187600.770625,0.00,0.00,-17.38
Cobinhood,COB,0.000453994401674,0.0,186591.629622,0.00,0.00,26.52
EverGreenCoin,EGC,0.0132071750785,0.0,186375.490926,0.00,-0.36,37.08
Bulwark,BWK,0.0124778883234,324.49356172,186152.501622,-0.14,7.60,19.94
Scala,XLA,2.14171214351e-05,48.1867986468,184697.610148,-0.44,-0.21,37.06
PikcioChain,PKC,0.00368426202334,0.0,184656.923099,0.00,0.00,0.00
Bezop,BEZ,0.00329741362804,1389.14778482,183619.546788,-0.07,-3.86,15.17
Olive,OLE,0.000659514090422,0.0,182690.179248,0.00,0.00,0.00
Maincoin,MNC,0.000733992483851,3556.65665793,181994.879397,0.09,21.03,-10.43
Eroscoin,ERO,0.000967251584954,501.482744815,180628.429981,-1.40,-34.32,-13.13
Helium,HLM,0.0150296015508,33.6018068823,177318.879315,-0.15,-0.47,-0.76
Mithril Ore,MORE,13.740639757,511.151798959,175984.755158,-0.07,2.06,8.96
Ethersocial,ESN,0.00461304602055,154.051149551,174203.609174,-0.14,-0.60,20.44
Phoenixcoin,PXC,0.00237550689939,28.5161786971,173056.68632,5.52,6.81,12.60
Playgroundz,IOG,0.00605552877399,0.0,172855.795517,0.00,0.00,0.00
Startcoin,START,0.0038341359033,0.0,172842.022182,0.00,0.13,-8.44
Trollcoin,TROLL,0.000291078748164,None,172550.382798,0.00,0.00,0.00
PUBLYTO Token,PUB,0.000114501397052,690.507055745,171496.138468,-0.25,2.71,-7.24
eBoost,EBST,0.00171496766399,0.249786599321,171479.619413,-0.30,-1.19,10.81
Maxcoin,MAX,0.00278399081917,0.0,171064.556997,0.00,0.00,-4.88
Dether,DTH,0.0019827539243,85.2889898352,168534.083566,-0.06,1.35,-25.91
Lethean,LTHN,0.00022321190422,162.681624872,167209.603729,-0.14,1.04,5.09
Manna,MANNA,0.00029562724424,0.199459640139,166788.277275,-0.03,-7.39,-13.34
BlitzPredict,XBP,0.000431543014826,7.65723973189,162951.112036,-0.14,-5.26,-4.55
Bob's Repair,BOB,0.000887255413797,240453.526177,162936.256881,0.18,-6.23,54.06
KekCoin,KEK,0.0150296015508,0.186062843726,161062.996599,-0.14,-23.37,-15.14
Sharpay,S,0.000155835424188,0.0,160713.47767,0.00,0.00,29.11
Blocktix,TIX,0.00400511921167,0.0260332748758,160204.768467,-0.08,2.16,26.57
Emerald Crypto,EMD,0.00834890014451,2.39920125604,159607.004187,-0.14,-5.53,145.03
TrezarCoin,TZC,0.000864555467223,153.109878084,158413.44927,-0.05,-16.61,11.27
Plus-Coin,NPLC,0.000335553285038,31.765584824,157692.082287,-0.14,-1.98,-0.13
PeepCoin,PCN,2.07592740094e-06,18.3225973805,157211.563444,0.08,-7.19,-1.14
EncryptoTel [...,ETT,0.0025297349145,174.475446896,157175.439611,-2.03,-6.38,10.31
TigerCash,TCH,0.0154782086398,15593200.7847,156925.614046,1.73,4.52,6.28
Wavesbet,WBET,3.50899705652e-06,52487.593201,156150.368833,-0.07,-17.95,-17.08
GoldFund,GFUN,0.000904162930571,1496.80403474,155697.288808,0.84,44.85,58.00
Arionum,ARO,0.000967251584954,65941.2607447,154208.243113,-0.14,1.01,28.67
Matchpool,GUP,0.00205380683753,404.572027445,154035.512815,-2.25,13.70,23.36
Ultimate Secu...,USC,0.0148063896466,148.60134622,153144.161317,2.11,-2.74,14.60
GoPower,GPT,0.00188342286536,467.049149221,152984.875534,-0.06,5.19,41.34
Shard,SHARD,0.00758920474349,155.087333436,150912.045757,-60.62,-36.08,-29.72
Gentarium,GTM,0.0388184927459,802.857301582,150295.531003,-8.36,7.40,48.47
Shivom,OMX,0.000164649876591,0.0,150119.030848,0.00,0.00,-67.12
Jarvis+,JAR,0.00202436055862,13962.6424872,149165.377979,2.33,0.25,-30.32
AudioCoin,ADC,0.000151770791565,0.0,148846.664818,0.00,0.00,3.09
HeartBout,HB,0.00279811818087,3853.68520784,148846.643581,-0.06,0.91,22.00
BUZZCoin,BUZZ,7.44039680734e-06,3.7499525505,148807.936045,-0.14,1.04,8.84
Coinchase Token,CCH,9.32839776288e-05,9997.85800822,148743.858887,-0.06,10.23,21.76
TrakInvest,TRAK,0.0017615407679,0.0,147852.231339,0.00,0.00,0.00
Opal,OPAL,0.00968074911979,5225.98113753,146724.960653,-0.03,-16.44,110.89
Linfinity,LFC,0.000161236687746,31496.2074977,146026.671291,2.74,-6.42,-13.21
Energycoin,ENRG,0.00119147681474,37.3642844032,145747.932236,-0.05,7.86,14.12
Bayan Token,BYT,0.607657207256,4.77658594238,144784.842098,-0.15,-21.26,-20.93
Verify,CRED,0.0106894342169,0.0,144402.11597,0.00,-0.57,5.94
ACE (TokenStars),ACE,0.0119020662297,27871.2595334,143960.478014,1.49,1.59,0.19
FirstCoin,FRST,0.00460801,0.626409,143804.600212,0.00,0.04,3.09
Noir,NOR,0.00711301934782,2.13389869133,143769.78376,-0.15,2.40,-24.93
Netko,NETKO,0.0157668168296,0.0,142924.854381,0.00,0.00,0.00
eBitcoin,EBTC,0.00751654313044,0.0,142041.06262,0.00,0.00,13.63
RealChain,RCT,0.000321745082559,8007.63739584,140347.521587,-0.07,1.62,3.20
IP Exchange,IPSX,0.000147773829437,0.0,139377.58449,0.00,0.31,5.70
LiteDoge,LDOGE,8.43998108945e-06,9.60408692764,138606.273015,2.12,-20.02,-21.61
Bitether,BTR,0.00243455115251,0.0,138124.973591,0.00,0.15,61.28
Universe,UNI,0.00163688729762,27.8063460813,137629.596946,-0.11,46.56,71.29
Banyan Network,BBN,0.000224113158503,253.010895255,136874.015589,0.00,0.02,-8.60
ClearPoll,POLL,0.0195063781558,0.0,136544.471533,0.00,-0.41,21.60
PRASM,PSM,6.07066193508e-05,22.2186226824,136540.953478,179.86,179.86,190.53
Suretly,SUR,0.58015297768,2248.27312233,136503.88003,-0.12,-26.64,-22.79
Aditus,ADI,0.000582189596704,37526.0271374,136296.923469,1.06,2.47,5.53
Truegame,TGAME,0.00164587585999,14923.8003276,135908.962825,0.95,7.00,-28.57
Bigbom,BBO,0.000402666740524,137703.887457,134067.042101,0.03,1.66,-41.11
DAV Coin,DAV,0.000192532933102,150805.584023,133176.976975,0.58,12.23,13.42
HorusPay,HORUS,0.000151766548377,0.806682336676,132471.118484,-0.07,2.06,-64.65
Parkgene,GENE,0.000447134363397,452.9758057,131797.710668,-0.12,-52.08,-15.23
SyncFab,MFG,0.000711714195387,79256.2511104,131323.818339,-0.04,1.97,0.35
Crave,CRAVE,0.00572686436441,None,131267.150977,0.00,0.00,0.00
EventChain,EVC,0.00415242422531,3440.96904687,129765.320796,0.01,2.97,19.12
Paymon,PMNT,0.000210955502244,24.1308826119,128941.611105,-0.07,179.97,68.86
DIMCOIN,DIM,6.12185982235e-05,2.42401144311,128711.078933,1.80,1.33,13.87
Parachute,PAR,0.000357883060289,1213.11251581,127977.896706,0.33,-1.13,12.43
Bitcoin Scrypt,BTCS,0.00726398596317,0.0,127962.013528,0.00,0.63,5.34
Indorse Token,IND,0.00339374168563,443.46364368,127198.860235,0.21,119.26,17.97
Chronologic,DAY,0.136251761346,268.769456064,126284.227716,-1.86,1.57,-2.96
Gravity,GZRO,7.44039680734e-05,0.892327309932,126122.678869,-0.15,-3.55,-12.74
Devery,EVE,0.00199024611068,0.0,125220.732497,0.00,1.34,149.04
Bolivarcoin,BOLI,0.00892118265039,8.934712516,124462.675377,-0.03,1.13,1.48
PoSW Coin,POSW,0.00281249947028,0.0,124031.226639,0.00,0.51,15.14
FantasyGold,FGC,0.00759185659025,None,123303.872215,0.00,0.00,0.00
HelloGold,HGT,0.000468745196903,161.342745283,123296.230705,-0.13,17.53,12.68
Bridge Protocol,BRDG,0.000549272557093,0.0,123085.531156,0.24,0.49,15.14
CryptoCarbon,CCRB,0.00498506586092,3532.23753881,123084.855521,-0.61,9.64,14.39
Starbase,STAR,0.000652596158021,757.80667132,122361.779629,-0.07,2.55,-14.20
IDEX Membership,IDXM,60.4197805743,350.89721889,120839.561149,-0.07,1.58,8.77
Auxilium,AUX,0.00106040680638,2641.48481754,120613.505331,0.57,13.01,17.56
eSDChain,SDA,0.00123082670734,865.00124631,120549.66268,3.09,43.20,34.19
WPP TOKEN,WPP,0.000419414493474,2724.2947087,120475.254934,0.22,-41.01,16.08
TrueDeck,TDP,0.0039111601856,17116.0869641,120141.123796,-0.06,-1.05,-5.21
Giant,GIC,0.0184824871797,6831.78947654,119997.747444,-2.92,-0.26,-6.62
HyperSpace,AMP,0.00119147681474,73.7714784616,120015.748588,-0.03,1.13,34.11
GoldenPyrex,GPYX,0.0119981195154,1039.13888873,119814.005819,-0.72,-16.51,-18.73
CROAT,CROAT,0.00163688729762,240.99544772,119318.509816,-0.14,17.14,35.34
Sparkpoint,SRK,3.63316425481e-05,51387.1183905,119119.239542,-0.13,-6.86,4.33
bitEUR,BITEUR,1.09735033769,0.0,118191.215471,-0.09,1.27,-0.38
VoteCoin,VOT,0.00171129126569,86.5074076595,118067.760028,-2.91,1.07,12.67
BitBar,BTB,2.68156750618,312.091385578,116870.314131,-1.30,38.13,79.59
AllSafe,ASAFE,0.0127579469977,311.794536491,116676.145982,0.18,-0.83,31.28
LoMoCoin,LMC,0.000401486729165,0.0,116352.790625,0.00,0.00,0.00
Synergy,SNRG,0.0237560984537,0.0,116349.57003,0.00,0.00,0.00
Mincoin,MNC,0.0192870309387,35.9334513866,116428.995294,-0.11,-12.53,27.59
Stipend,SPD,0.0101716947934,12.8404192737,116129.824209,-49.92,-48.84,-37.49
Zetacoin,ZET,0.000677652438385,5687.1959769,115653.565181,-2.74,-1.28,-12.33
Bitstar,BITS,0.00554129399592,0.0,115318.07397,0.00,0.00,-2.14
PENG,PENG,1.70900230654e-05,28.838076836,114536.321207,-0.37,-37.24,44.47
Dynamite,DYNMT,0.432419850282,67415.7295177,114288.895069,0.51,-8.00,-7.46
Arbidex,ABX,0.00560522593302,23510.8722773,114085.938946,-1.45,0.14,6.55
Lampix,PIX,0.000842810318754,0.0,114050.792282,0.00,0.00,0.00
BoutsPro,BOUTS,0.00148642132762,17214.1797311,113882.449731,-0.13,-19.06,18.74
Bitblocks,BBK,0.000962461482084,1679.12009081,113317.048123,-0.08,8.86,-8.24
Invacio,INV,0.00385713045121,3802.50198856,113267.974392,-1.73,0.01,16.45
Business Cred...,BCAC,0.000226647015467,10050.973441,113253.72923,-0.38,2.14,-9.78
WandX,WAND,0.00924847942818,0.0,113239.630341,0.00,0.00,13.31
TrumpCoin,TRUMP,0.0171563886949,262.720429013,113307.435931,-0.79,-4.24,13.81
ANON,ANON,0.0147306053293,738.854364015,111861.300211,-0.13,5.23,13.80
FidentiaX,FDX,0.00106236583864,782.100347631,111548.413057,-27.89,-30.44,-30.03
BitSend,BSD,0.00436075695125,1444.5792323,110636.326359,4.96,87.01,175.96
Bitzeny,ZNY,0.00145424230992,194.332805279,109961.805143,0.01,-1.26,-1.14
Tokenbox,TBX,0.0095187979142,10982.0356433,108798.738688,0.65,1.81,8.75
Helleniccoin,HNC,0.00156381331935,557.694759305,108684.875983,3.25,-15.05,-15.27
Opus,OPT,0.000768592990198,7.65727693388,107664.927946,-0.14,-21.36,-19.75
iDealCash,DEAL,7.44039680734e-05,0.819409933141,107633.424681,-0.15,-4.90,8.87
Social Send,SEND,0.00275294681872,48.7000394122,106477.817712,-13.74,-0.83,-4.54
Version,V,0.00017630277563,0.0,106282.183555,0.00,0.00,0.00
Nexxo,NEXXO,0.00111767471869,274944.780292,106128.672816,-3.35,-7.41,-10.71
MetaMorph,METM,0.000705899678996,21586.4244408,106114.24381,-4.70,-21.87,16.19
Autonio,NIO,0.000995019582187,279.361435288,105929.79467,-0.07,2.01,-1.41
SRCOIN,SRCOIN,2.08331110606e-05,11.1351643216,105249.878816,-0.14,1.01,26.23
Atonomi,ATMI,0.00021337,13.8827463443,105133.954814,0.00,0.00,-1.27
AquariusCoin,ARCO,0.0404207003797,0.0,105022.370137,0.00,0.00,0.00
Photon,PHO,3.32643220691e-06,29.0297432761,104710.930536,-0.45,18.85,1.46
Commercium,CMM,0.00236180298119,555.434151889,104621.192545,-0.05,-1.26,4.34
Monarch,MT,0.00410224225825,29893.8804295,104468.560399,0.02,2.17,33.86
Capricoin,CPC,0.0512907114497,70500.1069825,102070.823867,-8.82,4.62,-16.66
Level Up Coin,LUC,0.000103201252896,0.0879821034251,102883.74084,-0.07,-18.17,8.25
RoBET,ROBET,0.127388919342,0.0,101745.188592,0.00,176.61,-61.53
BlueCoin,BLU,0.000176614242792,0.0,101497.322107,0.00,0.00,0.00
Soma,SCT,0.010355655056,None,101190.563383,0.00,0.00,0.00
x42 Protocol,X42,0.0060867890147,1499.67914963,100713.534056,-0.01,-0.46,-11.28
Netrum,NTR,0.040775378733,38.1896606521,100660.978147,-0.08,17.47,29.75
GravityCoin,GXX,0.034663588728,4137.75112557,99817.1300816,-0.10,-8.16,34.70
Shadow Token,SHDW,0.014211157902,40.2537371912,99478.105314,-0.14,-23.36,-5.51
Unify,UNIFY,0.00543148966936,2159.20315349,98772.0999561,-0.14,6.90,14.04
ShareX,SEXC,0.000152947134634,0.0,98729.6811343,0.00,0.00,6.88
BEAT,BEAT,0.000795294321823,0.0,98559.9168498,0.00,0.00,-23.89
Scorum Coins,SCR,0.00336075883259,10674.160237,98352.8586171,0.98,2.79,10.79
LHT,LHT,0.0019617626782,2868.81628606,98088.13391,0.34,0.30,9.15
VeriME,VME,0.000549212785266,0.0439370228213,97786.4513821,-0.07,-5.58,7.46
HeroNode,HER,9.09751760976e-05,1735.90894103,97729.5444408,-1.54,1.05,-4.96
Civitas,CIV,0.0133927142532,343.208615022,97220.8407809,-0.15,-9.79,-22.32
Ethouse,HORSE,0.000874689112792,0.0,96757.0445449,0.00,0.00,0.00
Miners' Rewar...,MRT,0.00954460822338,529.159537234,95446.0822338,-0.51,11.80,47.67
SounDAC,XSD,0.00643059733142,6.1509320039,93769.7216969,-0.09,-21.55,76.11
FSBT API Token,FSBT,0.026653241226,12248.9635415,93540.4856464,-1.13,8.10,10.99
MktCoin,MLM,7.66304431047e-05,302.411334864,92686.8121623,-30.98,-47.95,-40.81
Guaranteed Et...,GETX,0.000308903637653,0.0,92671.0912959,0.00,0.00,0.00
Netbox Coin,NBX,0.0191600020666,49225.12978,91554.7004034,-0.14,-0.05,28.28
RefToken,REF,0.0910614466916,0.0115921221638,91516.753873,-0.07,2.06,-34.63
LanaCoin,LANA,7.44039680734e-05,12.5907882853,90636.3251467,-0.11,-1.51,-19.62
TEAM (TokenSt...,TEAM,0.0076377654654,4231.7671855,90488.0986324,0.01,-7.29,-22.18
Rentberry,BERRY,0.000297843997447,125.728768449,89779.5054302,0.11,1.12,-5.55
BlockCAT,CAT,0.0121814874188,0.0,89657.2227248,0.00,0.00,547.47
Coinlancer,CL,0.00111308336238,40.3303494691,88622.8391254,-0.14,-21.46,-69.65
ClearCoin,XCLR,0.000167271478089,None,88298.2195633,0.00,0.00,14.59
Sociall,SCL,0.00528268173321,4.11000079241,88294.8463691,-0.14,-20.47,-3.41
WavesGo,WGO,0.0116541977648,0.0,87722.6499672,0.00,0.00,5.92
Auctus,AUC,0.00292197497477,88.0589074976,87211.6465855,-0.08,-6.60,-3.96
Universal Cur...,UNIT,0.00543611296727,0.0,86701.1616914,-0.03,22.78,19.30
MFCoin,MFC,0.00416662221211,14.6988187631,86270.3383837,-24.53,-28.40,-0.05
More Coin,MORE,0.0430798975145,488.818817429,86159.795029,-0.12,11.43,41.28
Newton Coin P...,NCP,4.71935887081e-07,314.841317159,85448.105608,-0.35,3.87,60.47
Zeitcoin,ZEIT,2.29103438692e-06,33.5380691968,84702.3942492,-0.40,22.47,19.22
Galilel,GALI,0.00457811175221,49.3044619106,83574.1912822,-0.15,15.51,3.18
BLOC.MONEY,BLOC,0.00662195315853,217.973269636,83469.9279005,-0.13,3.91,23.01
Adelphoi,ADL,0.00401781427596,153.034625888,83258.0474168,2.41,6.75,13.48
BitClave,CAT,0.00016499,0.0,82725.063003,0.00,0.00,34.72
Decimated,DIO,0.00149956654991,4361.11345385,82455.7826352,-0.11,-11.71,40.93
Neutral Dollar,NUSD,1.01001853404,14700.5888495,81991.6629567,0.28,0.42,1.27
EOS TRUST,EOST,1.08372642016e-05,31.4290723267,81483.3317738,-28.63,-58.90,-49.03
GoByte,GBX,0.0222654905652,11775.8459398,81085.0302224,0.01,-2.73,22.00
Elysian,ELY,0.000826094471777,1146509.02021,80929.3445685,0.66,-3.46,-0.04
JSECOIN,JSE,0.000182119858052,89.5943391981,80766.4927878,-0.06,22.47,18.85
SIMDAQ,SMQ,0.00458146624563,0.0,80740.0455439,0.00,2.82,-14.46
Obsidian,ODN,0.00112455356634,0.0,79846.8995324,0.00,0.00,0.00
Rimbit,RBT,0.0004,2.3,79032.4200473,0.00,7.28,89.88
CatoCoin,CATO,0.0044642380844,1.34507493483,78679.0179741,-0.14,1.01,-55.79
Transcodium,TNS,0.00134264120351,123835.391599,78616.4369481,-1.64,1.07,-0.92
PAYCENT,PYN,0.00545560329362,140643.663846,78365.1350246,-3.27,-14.01,18.64
CryCash,CRC,0.0163303860905,14342.2009025,77796.9135033,-0.07,4.77,-38.27
Fiii,FIII,0.00016123113944,125442.484084,77778.659291,-2.76,-15.05,-43.11
Uptrennd,1UP,0.00381853884403,28476.6415403,77467.0489983,20.67,34.61,-9.32
ALLUVA,ALV,0.00910295757165,3.64118302866,77399.0238238,-0.06,2.06,8.95
MyBit,MYB,0.000502839009033,0.0,77390.4170196,0.00,6.10,5.77
Kalkulus,KLKS,0.00453203170577,44603.824187,76838.2832792,-0.14,7.03,11.72
Bitradio,BRO,0.00937489997725,101.838473129,76449.5894303,-6.78,-50.02,22.59
GCN Coin,GCN,4.43750338465e-07,5.7148726743,76359.1426795,-0.05,-4.47,16.55
Signals Network,SGN,0.000859325704516,0.0,75739.8925288,0.00,0.00,0.00
Bonpay,BON,0.00669635712661,1985.84190788,75603.8879647,0.98,1.14,9.16
Freyrchain,FREC,0.000150612633954,0.0,75306.316977,0.00,0.00,0.00
Helpico,HELP,3.1810107132,22083.1971279,75159.3740107,-0.15,-5.03,76.55
Taklimakan Ne...,TAN,0.00134004627422,18895.5269905,74965.1098807,-0.15,1.04,6.30
ProxyNode,PRX,0.000520633618343,107.570980569,74506.6502665,-0.15,-0.28,-10.83
Spectiv,SIG,0.00023098443952,57.0037235953,73798.7763237,-1.23,-4.98,8.33
BlockMesh,BMH,0.00026763107316,1118.37884829,73073.9804219,-0.14,-13.46,8.54
Iungo,ING,0.00182107344822,39.2152712992,72842.9379288,-0.09,4.63,11.08
Niobio Cash,NBR,0.000520827776514,116.748010344,72733.1650228,-0.14,1.01,1.04
StrongHands M...,SHMN,0.0431543014826,67.0829301117,72374.0624275,-0.15,74.92,64.95
SwiftCash,SWIFT,0.000669635712661,18.7170856904,72062.5617441,-0.15,13.63,17.43
Zennies,ZENI,7.19188390797e-05,0.0,71977.2972687,0.00,0.00,-28.49
PWR Coin,PWR,7.44039680734e-06,0.67348239781,71907.7209802,-0.11,1.48,8.87
AirWire,WIRE,0.000598891812496,742.49014939,71901.8283975,-0.02,0.06,5.43
Daneel,DAN,0.00349698649945,137.869124284,70787.252643,5.27,28.31,18.47
Narrative,NRVE,0.00159506642344,66.6466603707,70519.4335944,-0.07,26.41,14.51
DogeCash,DOGEC,0.0192199403264,331.38603183,69477.7838917,-0.15,-3.98,-27.17
Elcoin,EL,0.00610112538202,158.507788353,68387.3130699,-0.11,0.03,8.33
StarCoin,KST,4.4642380844e-05,0.0720809273822,67482.8102351,-0.14,-78.90,-85.11
PutinCoin,PUT,7.44039680734e-05,0.802507003363,67050.0032418,-0.11,-1.49,-11.54
Alt.Estate token,ALT,9.2260920411e-05,0.279181545164,66813.5830925,-0.15,-7.48,6.10
MyWish,WISH,0.0110187701678,176.875577177,66748.0040641,-0.12,-9.23,47.55
GlobalToken,GLT,0.000744039680734,88.9003202317,66490.2132212,-0.12,1.04,-23.90
Blockburn,BURN,0.0934088471711,30343.1079165,66172.1350599,-0.87,-3.49,43.76
BitNautic Token,BTNT,0.00357139046752,4977.0639701,65108.7574964,-0.15,-1.05,76.29
Quantis Network,QUAN,0.000297615872294,28.8446327268,64807.1077374,-0.15,-19.19,-12.90
CaixaPay,CXP,0.000818443648808,130.109038038,64579.5598263,-0.14,-7.41,-3.88
TagCoin,TAG,0.00997861832347,2.02588292157,64201.0889453,1.41,7.33,-46.93
EtherGem,EGEM,0.00327740669185,6149.8688269,63854.0882017,-5.28,-13.32,-10.82
MODEL-X-coin,MODX,0.00528268173321,12.1646350642,63660.7126289,-0.15,2.45,11.92
Anoncoin,ANC,0.0297869203686,21.0268104901,62859.8403209,-0.10,1.12,32.47
Megacoin,MEC,0.00163828062027,1.26155357573,62784.7292536,4.65,5.94,12.76
Kobocoin,KOBO,0.00253315069974,None,62569.4497056,0.00,0.00,-0.17
bitBTC,BITBTC,1803.60833404,0.0,61993.8060185,-0.09,-12.48,6.43
MicroMoney,AMM,0.00391781717793,10881.5170304,61812.4064547,1.05,9.98,34.45
Leadcoin,LDC,7.87366526206e-05,0.0,61760.9981682,0.00,0.00,12.21
Block-Logic,BLTG,0.00269079818551,33.4441081313,61617.4728782,-0.29,-3.49,-0.14
DraftCoin,DFT,0.00707439358754,3.51738849172,61659.7954417,-0.03,-5.43,33.14
Profile Utili...,PUT,0.00134910745979,6403.28734046,61100.8122921,-3.33,1.78,11.19
EUNOMIA,ENTS,3.72019840367e-06,0.214446372742,61088.2198233,-0.15,1.01,436.26
Cashpayz Token,CPC,0.0146017243188,0.0,60928.2938271,0.00,0.00,0.00
Stakinglab,LABX,0.146427009168,686.000807098,59326.081642,-0.15,-0.02,-23.59
InsaneCoin,INSN,0.00245533094642,200.365218904,58964.1964631,1.94,9.81,11.54
EurocoinToken,ECTE,0.0351870613307,0.0,58742.7404485,0.00,0.00,-2.17
XDNA,XDNA,0.0141367539339,219.781096434,58466.2233835,-0.14,-13.16,11.65
Swing,SWING,0.0133296468649,5.90436335546,58406.7867196,-1.13,-1.62,0.15
Patron,PAT,0.000148002619986,3798.24226116,58281.0121116,-0.11,8.02,-34.87
AdHive,ADH,0.000443158321261,314.024008663,58220.6398373,-0.07,-2.61,1.72
GINcoin,GIN,0.00755932852033,1569.27155075,58095.7494644,1.25,-6.04,8.56
TransferCoin,TX,0.00707439358754,223.504873835,57771.4859404,-0.03,14.79,-11.62
EveriToken,EVT,0.00795787419806,47065.6002245,57711.3838252,-1.35,12.68,92.84
PKG Token,PKG,6.40425326554e-06,10464.5338226,57441.3982036,-0.26,-6.86,-34.70
EtherSportz,ESZ,0.0193536648437,777.2597609,57282.0905674,-0.07,-44.70,-74.45
ETHplode,ETHPLO,0.00148124132262,4223712.81815,57008.5543982,-0.06,2.00,46.62
Social Activi...,SAT,0.00044642380844,2.23963384298,56681.2984586,-0.14,-4.22,28.31
Doge Token,DOGET,6.35354892032e-06,0.0,56546.5853908,-0.24,19.18,5.38
Magic Cube Coin,MCC,0.000469538978817,12021.6045828,55731.7487877,-3.24,-10.19,-8.76
BLAST,BLAST,0.00100866623501,32.8771323001,55398.6923302,-0.14,5.13,8.78
Viuly,VIU,7.15954660581e-05,None,55264.953738,0.00,0.00,0.00
Fire Lotto,FLOT,0.00200890713798,0.00200689823084,55208.2169119,-0.14,28.88,3.42
HyperQuant,HQT,0.000583878962282,263376.686797,54939.6530467,-0.10,3.35,2.60
Bitcoin Turbo...,BTK,3.09022025694e-06,0.0,54883.8387108,0.00,0.00,14.01
Rupee,RUP,0.00149023947854,1.6557213183,54883.5826833,-0.14,17.15,6.03
Webcoin,WEB,0.00123811344004,18496.3865483,54843.6191996,-1.17,-19.05,-9.63
WABnetwork,WAB,6.07066193508e-06,0.0151766548377,54602.8222556,-0.07,-23.50,-28.51
InvestFeed,IFT,0.000284886929332,0.0,54522.0186384,0.00,0.00,0.00
ChessCoin,CHESS,0.00100904878425,0.0,54521.6995182,0.00,0.00,28.50
Exosis,EXO,0.179106803145,25337.3565729,54114.9893552,-0.12,-2.20,-0.39
Yocoin,YOC,0.000144481487659,4826.29103559,53408.9190225,2.69,-29.73,-56.65
Waletoken,WTN,2.67109125143e-06,18220.1366402,53204.7018151,-2.10,-0.20,2.82
SportyCo,SPF,0.000966411007734,198.483573312,52753.7932084,-0.14,2.04,15.23
Cryptonite,XCN,7.44673009214e-05,0.786598099633,52760.568208,-0.05,-1.23,6.51
TOKYO,TOKC,0.0001891,0.0,51567.0501093,0.00,0.00,0.00
Bitcoin Fast,BTCF,0.00728479432209,622.640047203,51025.0283734,-0.06,2.06,29.86
PayCoin,XPY,0.00424270981862,0.0,50892.7573108,0.00,0.00,0.00
